_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
2790,2021-03-02,Western,Thunder Bay Correctional Centre,0,41,14
2791,2021-03-02,Western,Thunder Bay Jail,3,56,15
2792,2021-03-02,Toronto,Toronto East Detention Centre,1,20,4
2793,2021-03-02,Toronto,Toronto South Detention Centre,4,148,17
2794,2021-03-02,Central,Milton-Vanier Centre For Women,2,27,6
2795,2021-03-03,Northern,Algoma Treatment and Remand Centre,0,1,1
2796,2021-03-03,Central,Central East Correctional Centre,1,10,6
2797,2021-03-03,Central,Central North Correctional Centre,26,31,3
2798,2021-03-03,Western,Elgin-Middlesex Det. Centre,3,24,5
2799,2021-03-03,Central,Hamilton Wentworth Det Centre,30,23,3
2800,2021-03-03,Northern,Kenora Jail,0,2,0
2801,2021-03-03,Northern,Monteith Correctional Centre,0,1,0
2802,2021-03-03,Central,Maplehurst Correctional Complex,9,193,30
2803,2021-03-03,Central,Niagara Detention Centre,1,5,2
2804,2021-03-03,Western,Ottawa Carleton Detention Centre,1,17,1
2805,2021-03-03,Central,Ontario Correctional Institute,0,89,2
2806,2021-03-03,Eastern,Quinte Detention Centre,0,2,0
2807,2021-03-03,Western,Sarnia Jail,3,37,11
2808,2021-03-03,Western,South West Detention Center,0,9,1
2809,2021-03-03,Western,Stradford Jail,0,0,1
2810,2021-03-03,Western,Thunder Bay Correctional Centre,0,41,14
2811,2021-03-03,Western,Thunder Bay Jail,4,56,15
2812,2021-03-03,Toronto,Toronto East Detention Centre,1,20,4
2813,2021-03-03,Toronto,Toronto South Detention Centre,3,149,17
2814,2021-03-03,Central,Milton-Vanier Centre For Women,2,27,6
2815,2021-03-04,Northern,Algoma Treatment and Remand Centre,0,1,1
2816,2021-03-04,Central,Central East Correctional Centre,1,10,6
2817,2021-03-04,Central,Central North Correctional Centre,26,31,3
2818,2021-03-04,Western,Elgin-Middlesex Det. Centre,3,24,5
2819,2021-03-04,Central,Hamilton Wentworth Det Centre,30,23,3
2820,2021-03-04,Northern,Kenora Jail,0,2,0
2821,2021-03-04,Northern,Monteith Correctional Centre,0,1,0
2822,2021-03-04,Central,Maplehurst Correctional Complex,11,193,34
2823,2021-03-04,Central,Niagara Detention Centre,1,5,2
2824,2021-03-04,Western,Ottawa Carleton Detention Centre,1,17,1
2825,2021-03-04,Central,Ontario Correctional Institute,0,89,2
2826,2021-03-04,Eastern,Quinte Detention Centre,0,2,0
2827,2021-03-04,Western,Sarnia Jail,1,39,11
2828,2021-03-04,Western,South West Detention Center,0,9,1
2829,2021-03-04,Western,Stradford Jail,0,0,1
2830,2021-03-04,Western,Thunder Bay Correctional Centre,0,41,14
2831,2021-03-04,Western,Thunder Bay Jail,4,56,15
2832,2021-03-04,Toronto,Toronto East Detention Centre,1,20,4
2833,2021-03-04,Toronto,Toronto South Detention Centre,3,149,17
2834,2021-03-04,Central,Milton-Vanier Centre For Women,2,27,6
2835,2021-03-07,Northern,Algoma Treatment and Remand Centre,0,1,1
2836,2021-03-07,Central,Central East Correctional Centre,2,12,6
2837,2021-03-07,Central,Central North Correctional Centre,24,33,3
2838,2021-03-07,Western,Elgin-Middlesex Det. Centre,3,24,5
2839,2021-03-07,Central,Hamilton Wentworth Det Centre,19,37,3
2840,2021-03-07,Northern,Kenora Jail,0,2,0
2841,2021-03-07,Northern,Monteith Correctional Centre,0,1,0
2842,2021-03-07,Central,Maplehurst Correctional Complex,11,193,34
2843,2021-03-07,Central,Niagara Detention Centre,1,5,2
2844,2021-03-07,Western,Ottawa Carleton Detention Centre,1,18,1
2845,2021-03-07,Central,Ontario Correctional Institute,0,89,2
2846,2021-03-07,Eastern,Quinte Detention Centre,0,2,0
2847,2021-03-07,Western,Sarnia Jail,1,39,11
2848,2021-03-07,Western,South West Detention Center,0,9,1
2849,2021-03-07,Western,Stradford Jail,0,0,1
2850,2021-03-07,Western,Thunder Bay Correctional Centre,1,41,14
2851,2021-03-07,Western,Thunder Bay Jail,5,57,15
2852,2021-03-07,Toronto,Toronto East Detention Centre,1,20,4
2853,2021-03-07,Toronto,Toronto South Detention Centre,5,149,17
2854,2021-03-07,Central,Milton-Vanier Centre For Women,2,27,6
2855,2021-03-08,Northern,Algoma Treatment and Remand Centre,0,1,1
2856,2021-03-08,Central,Central East Correctional Centre,2,12,6
2857,2021-03-08,Central,Central North Correctional Centre,21,36,3
2858,2021-03-08,Western,Elgin-Middlesex Det. Centre,0,27,8
2859,2021-03-08,Central,Hamilton Wentworth Det Centre,11,45,3
2860,2021-03-08,Northern,Kenora Jail,0,2,0
2861,2021-03-08,Northern,Monteith Correctional Centre,0,1,0
2862,2021-03-08,Central,Maplehurst Correctional Complex,8,196,34
2863,2021-03-08,Central,Niagara Detention Centre,1,5,2
2864,2021-03-08,Western,Ottawa Carleton Detention Centre,1,18,1
2865,2021-03-08,Central,Ontario Correctional Institute,0,89,2
2866,2021-03-08,Eastern,Quinte Detention Centre,0,2,0
2867,2021-03-08,Western,Sarnia Jail,0,40,11
2868,2021-03-08,Western,South West Detention Center,1,9,1
2869,2021-03-08,Western,Stradford Jail,0,0,1
2870,2021-03-08,Western,Thunder Bay Correctional Centre,2,43,14
2871,2021-03-08,Western,Thunder Bay Jail,5,60,15
2872,2021-03-08,Toronto,Toronto East Detention Centre,1,20,4
2873,2021-03-08,Toronto,Toronto South Detention Centre,4,149,18
2874,2021-03-08,Central,Milton-Vanier Centre For Women,2,28,6
2875,2021-03-09,Northern,Algoma Treatment and Remand Centre,0,1,1
2876,2021-03-09,Central,Central East Correctional Centre,2,12,6
2877,2021-03-09,Central,Central North Correctional Centre,7,50,3
2878,2021-03-09,Western,Elgin-Middlesex Det. Centre,0,27,8
2879,2021-03-09,Central,Hamilton Wentworth Det Centre,12,45,5
2880,2021-03-09,Northern,Kenora Jail,0,2,0
2881,2021-03-09,Northern,Monteith Correctional Centre,0,1,0
2882,2021-03-09,Central,Maplehurst Correctional Complex,8,196,34
2883,2021-03-09,Central,Niagara Detention Centre,1,5,2
2884,2021-03-09,Western,Ottawa Carleton Detention Centre,0,18,2
2885,2021-03-09,Central,Ontario Correctional Institute,0,89,2
2886,2021-03-09,Eastern,Quinte Detention Centre,0,2,0
2887,2021-03-09,Western,Sarnia Jail,0,40,11
2888,2021-03-09,Western,South West Detention Center,3,9,1
2889,2021-03-09,Western,Stradford Jail,0,0,1
2890,2021-03-09,Western,Thunder Bay Correctional Centre,1,42,14
2891,2021-03-09,Western,Thunder Bay Jail,7,60,15
2892,2021-03-09,Toronto,Toronto East Detention Centre,1,20,4
2893,2021-03-09,Toronto,Toronto South Detention Centre,3,150,18
2894,2021-03-09,Central,Milton-Vanier Centre For Women,1,29,6
2895,2021-03-10,Northern,Algoma Treatment and Remand Centre,0,1,1
2896,2021-03-10,Central,Central East Correctional Centre,2,12,6
2897,2021-03-10,Central,Central North Correctional Centre,9,50,3
2898,2021-03-10,Western,Elgin-Middlesex Det. Centre,0,27,8
2899,2021-03-10,Central,Hamilton Wentworth Det Centre,7,50,5
2900,2021-03-10,Northern,Kenora Jail,0,2,0
2901,2021-03-10,Northern,Monteith Correctional Centre,0,1,0
2902,2021-03-10,Central,Maplehurst Correctional Complex,7,197,34
2903,2021-03-10,Central,Niagara Detention Centre,1,5,2
2904,2021-03-10,Western,Ottawa Carleton Detention Centre,0,18,2
2905,2021-03-10,Central,Ontario Correctional Institute,0,89,2
2906,2021-03-10,Eastern,Quinte Detention Centre,0,2,0
2907,2021-03-10,Western,Sarnia Jail,0,40,11
2908,2021-03-10,Western,South West Detention Center,3,9,1
2909,2021-03-10,Western,Stradford Jail,0,0,1
2910,2021-03-10,Western,Thunder Bay Correctional Centre,1,42,14
2911,2021-03-10,Western,Thunder Bay Jail,7,60,15
2912,2021-03-10,Toronto,Toronto East Detention Centre,1,20,4
2913,2021-03-10,Toronto,Toronto South Detention Centre,5,151,18
2914,2021-03-10,Central,Milton-Vanier Centre For Women,1,29,6
2915,2021-03-11,Northern,Algoma Treatment and Remand Centre,0,1,1
2916,2021-03-11,Central,Central East Correctional Centre,2,12,6
2917,2021-03-11,Central,Central North Correctional Centre,10,50,3
2918,2021-03-11,Western,Elgin-Middlesex Det. Centre,1,27,8
2919,2021-03-11,Central,Hamilton Wentworth Det Centre,7,50,5
2920,2021-03-11,Northern,Kenora Jail,0,2,0
2921,2021-03-11,Northern,Monteith Correctional Centre,0,1,0
2922,2021-03-11,Central,Maplehurst Correctional Complex,7,197,34
2923,2021-03-11,Central,Niagara Detention Centre,2,5,2
2924,2021-03-11,Western,Ottawa Carleton Detention Centre,0,18,2
2925,2021-03-11,Central,Ontario Correctional Institute,0,89,2
2926,2021-03-11,Eastern,Quinte Detention Centre,0,2,0
2927,2021-03-11,Western,Sarnia Jail,0,40,11
2928,2021-03-11,Western,South West Detention Center,4,9,1
2929,2021-03-11,Western,Stradford Jail,0,0,1
2930,2021-03-11,Western,Thunder Bay Correctional Centre,1,42,14
2931,2021-03-11,Western,Thunder Bay Jail,8,60,15
2932,2021-03-11,Toronto,Toronto East Detention Centre,1,20,4
2933,2021-03-11,Toronto,Toronto South Detention Centre,30,151,18
2934,2021-03-11,Central,Milton-Vanier Centre For Women,1,29,6
2935,2021-03-14,Northern,Algoma Treatment and Remand Centre,0,1,1
2936,2021-03-14,Central,Central East Correctional Centre,2,12,6
2937,2021-03-14,Central,Central North Correctional Centre,6,56,3
2938,2021-03-14,Western,Elgin-Middlesex Det. Centre,1,27,8
2939,2021-03-14,Central,Hamilton Wentworth Det Centre,8,50,5
2940,2021-03-14,Northern,Kenora Jail,0,2,0
2941,2021-03-14,Northern,Monteith Correctional Centre,0,1,0
2942,2021-03-14,Central,Maplehurst Correctional Complex,7,197,34
2943,2021-03-14,Central,Niagara Detention Centre,2,5,2
2944,2021-03-14,Western,Ottawa Carleton Detention Centre,1,18,2
2945,2021-03-14,Central,Ontario Correctional Institute,0,89,2
2946,2021-03-14,Eastern,Quinte Detention Centre,0,2,0
2947,2021-03-14,Western,Sarnia Jail,0,40,11
2948,2021-03-14,Western,South West Detention Center,6,10,1
2949,2021-03-14,Western,Stradford Jail,0,0,1
2950,2021-03-14,Western,Thunder Bay Correctional Centre,2,42,14
2951,2021-03-14,Western,Thunder Bay Jail,8,60,15
2952,2021-03-14,Toronto,Toronto East Detention Centre,1,20,4
2953,2021-03-14,Toronto,Toronto South Detention Centre,28,154,18
2954,2021-03-14,Central,Milton-Vanier Centre For Women,1,29,6
2955,2021-03-15,Northern,Algoma Treatment and Remand Centre,0,1,1
2956,2021-03-15,Central,Central East Correctional Centre,2,12,6
2957,2021-03-15,Central,Central North Correctional Centre,6,56,3
2958,2021-03-15,Western,Elgin-Middlesex Det. Centre,1,27,8
2959,2021-03-15,Central,Hamilton Wentworth Det Centre,5,53,5
2960,2021-03-15,Northern,Kenora Jail,0,2,0
2961,2021-03-15,Northern,Monteith Correctional Centre,0,1,0
2962,2021-03-15,Central,Maplehurst Correctional Complex,7,197,34
2963,2021-03-15,Central,Niagara Detention Centre,2,6,2
2964,2021-03-15,Western,Ottawa Carleton Detention Centre,1,18,2
2965,2021-03-15,Central,Ontario Correctional Institute,0,89,2
2966,2021-03-15,Eastern,Quinte Detention Centre,0,2,0
2967,2021-03-15,Western,Sarnia Jail,0,40,11
2968,2021-03-15,Western,South West Detention Center,6,11,1
2969,2021-03-15,Western,Stradford Jail,0,0,1
2970,2021-03-15,Western,Thunder Bay Correctional Centre,1,44,14
2971,2021-03-15,Western,Thunder Bay Jail,5,63,15
2972,2021-03-15,Toronto,Toronto East Detention Centre,1,20,4
2973,2021-03-15,Toronto,Toronto South Detention Centre,28,154,18
2974,2021-03-15,Central,Milton-Vanier Centre For Women,1,29,6
2975,2021-03-16,Northern,Algoma Treatment and Remand Centre,0,1,1
2976,2021-03-16,Central,Central East Correctional Centre,1,14,6
2977,2021-03-16,Central,Central North Correctional Centre,6,56,3
2978,2021-03-16,Western,Elgin-Middlesex Det. Centre,2,27,8
2979,2021-03-16,Central,Hamilton Wentworth Det Centre,4,54,5
2980,2021-03-16,Northern,Kenora Jail,0,2,0
2981,2021-03-16,Northern,Monteith Correctional Centre,0,1,0
2982,2021-03-16,Central,Maplehurst Correctional Complex,3,197,34
2983,2021-03-16,Central,Niagara Detention Centre,2,5,2
2984,2021-03-16,Western,Ottawa Carleton Detention Centre,1,18,2
2985,2021-03-16,Central,Ontario Correctional Institute,0,89,2
2986,2021-03-16,Eastern,Quinte Detention Centre,0,2,0
2987,2021-03-16,Western,Sarnia Jail,0,40,11
2988,2021-03-16,Western,South West Detention Center,6,11,1
2989,2021-03-16,Western,Stradford Jail,0,0,1
2990,2021-03-16,Western,Thunder Bay Correctional Centre,1,44,14
2991,2021-03-16,Western,Thunder Bay Jail,6,64,15
2992,2021-03-16,Toronto,Toronto East Detention Centre,1,21,4
2993,2021-03-16,Toronto,Toronto South Detention Centre,30,155,20
2994,2021-03-16,Central,Milton-Vanier Centre For Women,0,30,6
2995,2021-03-17,Northern,Algoma Treatment and Remand Centre,0,1,1
2996,2021-03-17,Central,Central East Correctional Centre,0,15,6
2997,2021-03-17,Central,Central North Correctional Centre,6,56,3
2998,2021-03-17,Western,Elgin-Middlesex Det. Centre,2,27,8
2999,2021-03-17,Central,Hamilton Wentworth Det Centre,4,54,5
3000,2021-03-17,Northern,Kenora Jail,0,2,0
3001,2021-03-17,Northern,Monteith Correctional Centre,0,1,0
3002,2021-03-17,Central,Maplehurst Correctional Complex,3,197,34
3003,2021-03-17,Central,Niagara Detention Centre,2,5,2
3004,2021-03-17,Western,Ottawa Carleton Detention Centre,1,18,2
3005,2021-03-17,Central,Ontario Correctional Institute,0,89,2
3006,2021-03-17,Eastern,Quinte Detention Centre,0,2,0
3007,2021-03-17,Western,Sarnia Jail,0,40,11
3008,2021-03-17,Western,South West Detention Center,7,11,1
3009,2021-03-17,Western,Stradford Jail,0,0,1
3010,2021-03-17,Western,Thunder Bay Correctional Centre,1,44,14
3011,2021-03-17,Western,Thunder Bay Jail,6,64,15
3012,2021-03-17,Toronto,Toronto East Detention Centre,0,21,4
3013,2021-03-17,Toronto,Toronto South Detention Centre,35,155,20
3014,2021-03-17,Central,Milton-Vanier Centre For Women,1,30,6
3015,2021-03-18,Northern,Algoma Treatment and Remand Centre,0,1,1
3016,2021-03-18,Central,Central East Correctional Centre,0,15,6
3017,2021-03-18,Central,Central North Correctional Centre,6,56,3
3018,2021-03-18,Western,Elgin-Middlesex Det. Centre,2,27,8
3019,2021-03-18,Central,Hamilton Wentworth Det Centre,1,57,5
3020,2021-03-18,Northern,Kenora Jail,0,2,0
3021,2021-03-18,Northern,Monteith Correctional Centre,0,1,0
3022,2021-03-18,Central,Maplehurst Correctional Complex,3,197,34
3023,2021-03-18,Central,Niagara Detention Centre,2,5,2
3024,2021-03-18,Western,Ottawa Carleton Detention Centre,1,18,2
3025,2021-03-18,Central,Ontario Correctional Institute,0,89,2
3026,2021-03-18,Eastern,Quinte Detention Centre,0,2,0
3027,2021-03-18,Western,Sarnia Jail,0,40,11
3028,2021-03-18,Western,South West Detention Center,7,11,1
3029,2021-03-18,Western,Stradford Jail,0,0,1
3030,2021-03-18,Western,Thunder Bay Correctional Centre,1,44,14
3031,2021-03-18,Western,Thunder Bay Jail,6,64,15
3032,2021-03-18,Toronto,Toronto East Detention Centre,0,21,4
3033,2021-03-18,Toronto,Toronto South Detention Centre,34,157,20
3034,2021-03-18,Central,Milton-Vanier Centre For Women,1,30,6
3035,2021-03-21,Northern,Algoma Treatment and Remand Centre,0,1,1
3036,2021-03-21,Central,Central East Correctional Centre,0,15,6
3037,2021-03-21,Central,Central North Correctional Centre,4,59,3
3038,2021-03-21,Western,Elgin-Middlesex Det. Centre,2,27,8
3039,2021-03-21,Central,Hamilton Wentworth Det Centre,1,57,5
3040,2021-03-21,Northern,Kenora Jail,0,2,0
3041,2021-03-21,Northern,Monteith Correctional Centre,0,1,0
3042,2021-03-21,Central,Maplehurst Correctional Complex,3,197,34
3043,2021-03-21,Central,Niagara Detention Centre,2,5,2
3044,2021-03-21,Western,Ottawa Carleton Detention Centre,3,18,2
3045,2021-03-21,Central,Ontario Correctional Institute,0,89,2
3046,2021-03-21,Eastern,Quinte Detention Centre,0,2,0
3047,2021-03-21,Western,Sarnia Jail,0,40,11
3048,2021-03-21,Western,South West Detention Center,6,14,1
3049,2021-03-21,Western,Stradford Jail,0,0,1
3050,2021-03-21,Western,Thunder Bay Correctional Centre,1,44,14
3051,2021-03-21,Western,Thunder Bay Jail,3,68,16
3052,2021-03-21,Toronto,Toronto East Detention Centre,0,21,4
3053,2021-03-21,Toronto,Toronto South Detention Centre,24,170,20
3054,2021-03-21,Central,Milton-Vanier Centre For Women,1,31,7
3055,2021-03-22,Northern,Algoma Treatment and Remand Centre,0,1,1
3056,2021-03-22,Central,Central East Correctional Centre,0,15,6
3057,2021-03-22,Central,Central North Correctional Centre,4,59,3
3058,2021-03-22,Western,Elgin-Middlesex Det. Centre,0,29,8
3059,2021-03-22,Central,Hamilton Wentworth Det Centre,1,58,5
3060,2021-03-22,Northern,Kenora Jail,0,2,0
3061,2021-03-22,Northern,Monteith Correctional Centre,0,1,0
3062,2021-03-22,Central,Maplehurst Correctional Complex,3,197,34
3063,2021-03-22,Central,Niagara Detention Centre,1,6,2
3064,2021-03-22,Western,Ottawa Carleton Detention Centre,3,18,2
3065,2021-03-22,Central,Ontario Correctional Institute,0,89,2
3066,2021-03-22,Eastern,Quinte Detention Centre,0,2,0
3067,2021-03-22,Western,Sarnia Jail,0,40,11
3068,2021-03-22,Western,South West Detention Center,5,16,1
3069,2021-03-22,Western,Stradford Jail,0,0,1
3070,2021-03-22,Western,Thunder Bay Correctional Centre,1,44,14
3071,2021-03-22,Western,Thunder Bay Jail,4,68,16
3072,2021-03-22,Toronto,Toronto East Detention Centre,0,21,4
3073,2021-03-22,Toronto,Toronto South Detention Centre,10,180,24
3074,2021-03-22,Central,Milton-Vanier Centre For Women,1,31,7
3075,2021-03-23,Northern,Algoma Treatment and Remand Centre,0,1,1
3076,2021-03-23,Central,Central East Correctional Centre,0,15,6
3077,2021-03-23,Central,Central North Correctional Centre,4,59,3
3078,2021-03-23,Western,Elgin-Middlesex Det. Centre,0,29,8
3079,2021-03-23,Central,Hamilton Wentworth Det Centre,1,58,5
3080,2021-03-23,Northern,Kenora Jail,0,2,0
3081,2021-03-23,Northern,Monteith Correctional Centre,0,1,0
3082,2021-03-23,Central,Maplehurst Correctional Complex,3,197,34
3083,2021-03-23,Central,Niagara Detention Centre,1,6,2
3084,2021-03-23,Western,Ottawa Carleton Detention Centre,2,19,2
3085,2021-03-23,Central,Ontario Correctional Institute,0,89,2
3086,2021-03-23,Eastern,Quinte Detention Centre,0,2,0
3087,2021-03-23,Western,Sarnia Jail,0,40,11
3088,2021-03-23,Western,South West Detention Center,5,15,1
3089,2021-03-23,Western,Stradford Jail,0,0,1
3090,2021-03-23,Western,Thunder Bay Correctional Centre,1,44,14
3091,2021-03-23,Western,Thunder Bay Jail,4,68,16
3092,2021-03-23,Toronto,Toronto East Detention Centre,0,21,4
3093,2021-03-23,Toronto,Toronto South Detention Centre,14,184,24
3094,2021-03-23,Central,Milton-Vanier Centre For Women,1,31,7
3095,2021-03-24,Northern,Algoma Treatment and Remand Centre,0,1,1
3096,2021-03-24,Central,Central East Correctional Centre,0,15,6
3097,2021-03-24,Central,Central North Correctional Centre,1,62,3
3098,2021-03-24,Western,Elgin-Middlesex Det. Centre,1,29,8
3099,2021-03-24,Central,Hamilton Wentworth Det Centre,1,58,5
3100,2021-03-24,Northern,Kenora Jail,0,2,0
3101,2021-03-24,Northern,Monteith Correctional Centre,0,1,0
3102,2021-03-24,Central,Maplehurst Correctional Complex,1,203,34
3103,2021-03-24,Central,Niagara Detention Centre,1,6,2
3104,2021-03-24,Western,Ottawa Carleton Detention Centre,2,19,2
3105,2021-03-24,Central,Ontario Correctional Institute,0,89,2
3106,2021-03-24,Eastern,Quinte Detention Centre,0,2,0
3107,2021-03-24,Western,Sarnia Jail,0,40,11
3108,2021-03-24,Western,South West Detention Center,5,15,1
3109,2021-03-24,Western,Stradford Jail,0,0,1
3110,2021-03-24,Western,Thunder Bay Correctional Centre,1,44,14
3111,2021-03-24,Western,Thunder Bay Jail,3,70,16
3112,2021-03-24,Toronto,Toronto East Detention Centre,0,21,4
3113,2021-03-24,Toronto,Toronto South Detention Centre,16,185,24
3114,2021-03-24,Central,Milton-Vanier Centre For Women,0,32,7
3115,2021-03-25,Northern,Algoma Treatment and Remand Centre,0,1,1
3116,2021-03-25,Central,Central East Correctional Centre,0,15,6
3117,2021-03-25,Central,Central North Correctional Centre,2,62,3
3118,2021-03-25,Western,Elgin-Middlesex Det. Centre,1,29,8
3119,2021-03-25,Central,Hamilton Wentworth Det Centre,1,58,5
3120,2021-03-25,Northern,Kenora Jail,0,2,0
3121,2021-03-25,Northern,Monteith Correctional Centre,0,1,0
3122,2021-03-25,Central,Maplehurst Correctional Complex,2,203,34
3123,2021-03-25,Central,Niagara Detention Centre,1,6,2
